76,58,7,22,45,23,6,buy
80,58,14,27,52,23,8,exchange
85,58,8,31,51,23,9,exchange
87,58,6,10,55,23,10,buy
90,58,18,24,58,23,11,buy
91,58,15,25,60,23,12,buy
95,58,17,20,65,23,14,exchange
96,58,16,24,65,23,15,exchange
110,58,4,23,82,23,16,buy
151,58,10,12,117,23,17,buy
161,58,3,11,122,23,19,buy
172,58,21,14,139,23,20,buy
183,58,11,24,151,23,21,buy
194,58,22,6,153,23,22,buy
254,58,19,13,212,23,23,buy
65,58,1,33,38,26,1,buy
72,58,0,27,40,26,2,exchange
73,58,7,19,44,26,5,exchange
75,58,18,25,46,26,7,exchange
77,58,16,21,47,26,10,exchange
79,58,20,36,49,26,11,exchange
84,58,14,23,55,26,13,exchange
85,58,21,35,53,26,14,buy
88,58,15,23,60,26,15,exchange
96,58,22,27,58,26,16,buy
97,58,25,15,67,26,18,exchange
98,58,13,32,70,26,19,buy
111,58,17,17,79,26,20,buy
130,58,24,18,99,26,21,buy
139,58,8,27,113,26,23,exchange
144,58,10,18,113,26,24,buy
154,58,12,11,117,26,25,buy
183,58,23,34,152,26,26,buy
59,58,0,28,31,30,1,exchange
61,58,18,35,30,30,2,exchange
65,58,8,38,35,30,3,exchange
67,58,26,32,40,30,5,exchange
70,58,10,44,40,30,7,exchange
71,58,22,25,44,30,8,exchange
72,58,11,31,40,30,9,exchange
73,58,13,20,41,30,10,exchange
74,58,1,27,46,30,11,exchange
77,58,28,39,49,30,12,exchange
78,58,29,26,49,30,13,exchange
80,58,9,30,53,30,15,exchange
81,58,2,13,52,30,16,exchange
82,58,25,29,55,30,18,exchange
86,58,21,29,59,30,20,exchange
91,58,5,14,62,30,21,buy
92,58,23,29,60,30,22,exchange
100,58,16,18,70,30,23,buy
112,58,24,21,76,30,24,buy
114,58,15,18,76,30,25,buy
118,58,14,11,80,30,26,buy
142,58,7,30,110,30,28,exchange
149,58,27,35,117,30,29,buy
184,58,19,21,154,30,30,buy
241,65,0,0,177,1,1,buy
285,65,2,2,221,4,1,buy
295,65,0,0,231,4,2,buy
354,65,1,2,290,4,3,buy
407,65,3,0,343,4,4,buy
111,65,1,5,68,7,1,exchange
146,65,2,7,105,7,2,exchange
152,65,6,3,110,7,4,exchange
183,65,4,2,136,7,5,buy
191,65,5,6,137,7,6,buy
299,65,0,9,249,7,7,buy
88,65,3,10,53,10,1,exchange
101,65,5,14,60,10,2,buy
102,65,0,9,76,10,3,buy
135,65,2,11,99,10,4,exchange
140,65,1,10,100,10,5,buy
168,65,7,5,120,10,6,buy
169,65,4,14,124,10,7,buy
186,65,6,6,151,10,8,buy
269,65,8,9,224,10,9,buy
355,65,9,2,305,10,10,buy
87,65,8,8,55,13,1,exchange
90,65,3,11,63,13,2,buy
98,65,10,8,59,13,3,buy
119,65,6,8,79,13,5,exchange
149,65,12,0,85,13,6,buy
159,65,9,5,116,13,7,buy
198,65,7,7,155,13,8,buy
202,65,2,8,164,13,9,buy
306,65,11,1,247,13,10,buy
361,65,5,2,315,13,11,buy
388,65,1,3,337,13,12,buy
405,65,4,7,349,13,13,buy
73,65,2,22,36,17,1,exchange
77,65,14,19,45,17,2,exchange
79,65,8,13,40,17,3,exchange
104,65,10,7,65,17,4,exchange
109,65,6,14,71,17,6,exchange
111,65,0,18,77,17,7,exchange
114,65,9,18,78,17,8,exchange
116,65,15,16,80,17,11,exchange
122,65,7,19,90,17,12,buy
130,65,4,24,89,17,13,buy
166,65,5,13,129,17,14,buy
169,65,12,18,134,17,15,buy
209,65,16,7,166,17,16,buy
363,65,13,15,328,17,17,buy
68,65,3,30,34,20,1,exchange
78,65,4,24,47,20,2,exchange
81,65,7,13,47,20,3,buy
85,65,15,20,50,20,4,exchange
86,65,8,25,53,20,6,exchange
89,65,10,16,52,20,7,buy
90,65,0,28,60,20,8,buy
98,65,12,17,62,20,9,buy
103,65,18,26,71,20,11,exchange
106,65,17,13,71,20,12,exchange
118,65,5,16,79,20,13,buy
128,65,11,27,95,20,15,exchange
132,65,14,11,94,20,16,buy
140,65,19,13,103,20,18,exchange
152,65,13,23,117,20,19,buy
273,65,16,7,226,20,20,buy
72,65,18,24,34,23,1,exchange
73,65,8,31,38,23,2,exchange
76,65,20,31,40,23,3,exchange
81,65,9,19,46,23,4,exchange
84,65,1,28,49,23,5,buy
88,65,2,16,55,23,6,buy
91,65,15,25,54,23,7,exchange
97,65,6,10,59,23,8,buy
99,65,5,25,67,23,10,exchange
105,65,7,22,73,23,13,exchange
111,65,3,11,74,23,14,exchange
118,65,16,24,88,23,15,exchange
120,65,17,20,82,23,17,exchange
148,65,4,23,103,23,18,buy
156,65,22,6,108,23,19,buy
184,65,21,14,144,23,20,buy
190,65,10,12,146,23,21,buy
193,65,19,13,144,23,22,buy
215,65,11,24,181,23,23,buy
68,65,18,25,33,26,1,exchange
71,65,13,32,33,26,3,exchange
74,65,9,32,46,26,5,exchange
77,65,1,33,43,26,6,buy
79,65,15,23,43,26,7,exchange
86,65,11,28,43,26,8,exchange
88,65,0,27,53,26,9,exchange
89,65,8,27,49,26,10,buy
91,65,24,18,50,26,11,buy
93,65,22,27,59,26,12,exchange
95,65,20,36,57,26,14,exchange
105,65,23,34,68,26,15,buy
106,65,21,35,68,26,16,buy
113,65,12,11,70,26,18,buy
117,65,25,15,80,26,21,exchange
118,65,10,18,84,26,23,exchange
177,65,16,21,139,26,25,exchange
205,65,5,11,169,26,26,buy
72,65,27,35,44,30,2,exchange
76,65,28,39,36,30,4,exchange
77,65,8,38,49,30,5,exchange
78,65,18,35,48,30,7,exchange
80,65,10,44,49,30,8,exchange
83,65,29,26,46,30,11,exchange
87,65,2,13,50,30,12,exchange
91,65,23,29,54,30,14,exchange
96,65,17,32,59,30,17,exchange
98,65,13,20,59,30,18,buy
99,65,25,29,75,30,20,exchange
101,65,15,18,64,30,22,exchange
120,65,16,18,89,30,23,exchange
146,65,3,19,111,30,24,buy
167,65,21,29,129,30,25,buy
198,65,14,11,159,30,26,buy
206,65,12,14,164,30,27,buy
213,65,7,30,176,30,28,buy
225,65,24,21,191,30,29,buy
362,65,19,21,323,30,30,buy
272,72,0,0,201,1,1,buy
272,72,1,2,201,4,1,buy
310,72,0,0,239,4,2,buy
355,72,3,0,284,4,3,buy
362,72,2,2,291,4,4,buy
101,72,3,12,54,7,1,exchange
171,72,2,7,125,7,2,buy
172,72,6,3,119,7,3,buy
175,72,0,9,129,7,4,buy
205,72,5,6,150,7,6,exchange
212,72,4,2,155,7,7,buy
100,72,7,5,46,10,1,buy
123,72,3,10,81,10,2,buy
126,72,2,11,85,10,3,exchange
138,72,8,9,90,10,5,exchange
145,72,5,14,101,10,6,buy
241,72,6,6,196,10,7,buy
248,72,9,2,191,10,8,buy
294,72,1,10,245,10,9,buy
308,72,4,14,252,10,10,buy
100,72,8,8,59,13,1,exchange
109,72,2,8,68,13,2,exchange
116,72,3,11,81,13,3,exchange
143,72,6,8,104,13,5,exchange
171,72,9,5,125,13,6,exchange
196,72,1,3,138,13,7,buy
211,72,7,7,162,13,8,buy
213,72,5,2,159,13,9,buy
238,72,10,8,190,13,10,buy
272,72,11,1,214,13,11,buy
331,72,12,0,260,13,12,buy
371,72,4,7,310,13,13,buy
77,72,1,19,43,17,1,exchange
92,72,12,18,53,17,2,exchange
94,72,6,14,63,17,3,buy
97,72,14,19,60,17,4,buy
110,72,4,24,68,17,5,buy
113,72,15,16,75,17,7,exchange
124,72,16,7,81,17,9,exchange
135,72,2,22,97,17,10,buy
137,72,0,18,104,17,11,exchange
138,72,7,19,95,17,12,buy
149,72,11,12,111,17,14,exchange
170,72,10,7,127,17,15,buy
192,72,5,13,152,17,16,buy
217,72,13,15,165,17,17,buy
87,72,6,13,52,20,1,buy
91,72,7,13,50,20,2,exchange
92,72,11,27,53,20,3,exchange
94,72,12,17,50,20,5,exchange
96,72,0,28,61,20,6,exchange
99,72,13,23,60,20,8,exchange
100,72,18,26,57,20,10,exchange
102,72,3,30,68,20,11,exchange
124,72,15,20,84,20,12,exchange
148,72,19,13,108,20,14,exchange
152,72,8,25,113,20,15,exchange
176,72,16,7,133,20,17,exchange
198,72,17,13,163,20,19,exchange
233,72,14,11,192,20,20,buy
74,72,1,28,38,23,1,exchange
82,72,2,16,39,23,2,buy
86,72,8,31,50,23,3,exchange
93,72,16,24,50,23,6,exchange
95,72,12,19,58,23,7,exchange
97,72,4,23,65,23,8,exchange
104,72,14,27,66,23,9,exchange
109,72,18,24,71,23,10,exchange
112,72,20,31,75,23,12,exchange
126,72,0,23,84,23,14,exchange
127,72,10,12,83,23,16,exchange
231,72,19,13,184,23,17,buy
258,72,3,11,215,23,18,buy
259,72,22,6,201,23,19,buy
305,72,9,19,258,23,20,buy
317,72,13,13,272,23,21,buy
364,72,6,10,323,23,22,buy
370,72,21,14,327,23,23,buy
78,72,5,11,41,26,1,exchange
84,72,24,18,44,26,2,exchange
87,72,2,37,51,26,3,exchange
88,72,4,30,53,26,4,exchange
90,72,7,19,50,26,6,exchange
93,72,18,25,53,26,7,exchange
96,72,15,23,65,26,8,exchange
101,72,1,33,69,26,9,exchange
105,72,23,34,63,26,10,buy
106,72,0,27,72,26,11,exchange
107,72,13,32,71,26,12,exchange
109,72,14,23,68,26,13,buy
111,72,21,35,73,26,15,exchange
112,72,11,28,76,26,16,exchange
122,72,20,36,87,26,17,exchange
123,72,6,22,79,26,18,exchange
144,72,22,27,99,26,20,exchange
173,72,16,21,136,26,22,exchange
205,72,3,28,167,26,23,buy
219,72,25,15,171,26,24,buy
229,72,17,17,183,26,25,buy
287,72,12,11,237,26,26,buy
83,72,20,21,39,30,1,exchange
85,72,15,18,45,30,2,exchange
86,72,8,38,46,30,3,buy
87,72,11,31,53,30,4,exchange
90,72,1,27,50,30,5,exchange
92,72,9,30,55,30,6,exchange
93,72,27,35,61,30,7,exchange
94,72,5,14,55,30,8,exchange
95,72,18,35,61,30,9,exchange
98,72,0,28,68,30,11,exchange
99,72,28,39,53,30,12,exchange
100,72,23,29,58,30,13,exchange
104,72,25,29,65,30,15,exchange
105,72,7,30,63,30,16,buy
106,72,6,22,69,30,17,exchange
108,72,19,21,67,30,18,buy
111,72,3,19,77,30,19,exchange
112,72,12,14,68,30,20,buy
114,72,13,20,73,30,21,exchange
120,72,14,11,80,30,22,exchange
140,72,4,29,108,30,23,buy
146,72,21,29,107,30,24,buy
153,72,2,13,114,30,25,exchange
155,72,22,25,114,30,27,exchange
166,72,26,32,131,30,28,buy
169,72,29,26,133,30,29,buy
246,72,24,21,201,30,30,buy
294,79,0,0,216,1,1,buy
297,79,3,0,219,4,1,buy
341,79,0,0,263,4,2,buy
509,79,1,2,431,4,3,buy
679,79,2,2,601,4,4,buy
122,79,2,7,73,7,1,exchange
133,79,1,5,89,7,2,buy
185,79,6,3,135,7,3,exchange
261,79,0,9,206,7,4,buy
275,79,3,12,229,7,5,buy
336,79,4,2,276,7,6,buy
415,79,5,6,352,7,7,buy
104,79,0,9,58,10,1,exchange
134,79,2,11,86,10,2,exchange
136,79,4,14,80,10,3,buy
149,79,3,10,101,10,4,buy
178,79,6,6,128,10,5,exchange
189,79,8,9,135,10,6,buy
193,79,5,14,147,10,7,buy
232,79,7,5,173,10,8,buy
288,79,1,10,232,10,9,buy
322,79,9,2,253,10,10,buy
99,79,3,11,59,13,1,exchange
117,79,2,8,72,13,2,exchange
136,79,8,8,94,13,4,exchange
169,79,9,5,117,13,6,exchange
182,79,6,8,135,13,7,buy
300,79,1,3,238,13,8,buy
306,79,5,2,248,13,9,buy
348,79,4,7,279,13,10,buy
388,79,10,8,327,13,11,buy
413,79,11,1,339,13,12,buy
442,79,12,0,364,13,13,buy
91,79,2,22,59,17,1,exchange
95,79,8,13,48,17,3,exchange
109,79,15,16,63,17,4,exchange
110,79,6,14,73,17,6,exchange
125,79,16,7,76,17,8,exchange
140,79,7,19,102,17,9,exchange
141,79,10,7,94,17,10,buy
142,79,0,18,95,17,11,exchange
146,79,1,19,106,17,12,exchange
181,79,3,24,142,17,13,buy
189,79,5,13,138,17,14,buy
197,79,11,12,157,17,15,buy
251,79,4,24,208,17,16,buy
536,79,13,15,488,17,17,buy
84,79,0,28,47,20,1,exchange
91,79,4,24,44,20,2,exchange
96,79,9,18,57,20,3,buy
97,79,2,19,66,20,4,exchange
105,79,12,17,53,20,5,buy
111,79,3,30,76,20,6,buy
120,79,18,26,76,20,9,exchange
126,79,5,16,84,20,10,exchange
136,79,15,20,90,20,12,exchange
144,79,19,13,98,20,14,exchange
146,79,6,13,107,20,16,exchange
157,79,13,23,111,20,17,exchange
218,79,16,7,163,20,19,exchange
346,79,17,13,306,20,20,buy
90,79,8,31,51,23,1,exchange
96,79,3,11,54,23,3,exchange
97,79,2,16,54,23,4,exchange
99,79,14,27,55,23,5,exchange
102,79,1,28,57,23,6,exchange
119,79,9,19,80,23,8,exchange
122,79,11,24,75,23,9,buy
126,79,17,20,82,23,11,exchange
127,79,4,23,87,23,13,exchange
128,79,0,23,88,23,14,exchange
136,79,15,25,94,23,15,exchange
137,79,13,13,90,23,17,exchange
148,79,20,31,105,23,18,buy
159,79,19,13,110,23,19,buy
210,79,6,10,161,23,20,buy
220,79,10,12,168,23,21,buy
279,79,22,6,219,23,22,buy
423,79,21,14,370,23,23,buy
87,79,0,27,46,26,1,buy
90,79,1,33,46,26,2,exchange
92,79,2,37,53,26,3,buy
97,79,3,28,49,26,4,exchange
102,79,20,36,60,26,5,exchange
105,79,9,32,64,26,7,exchange
106,79,21,35,71,26,8,exchange
108,79,7,19,69,26,9,buy
116,79,11,28,78,26,10,exchange
117,79,15,23,73,26,11,exchange
121,79,5,11,83,26,12,exchange
124,79,18,25,89,26,14,exchange
125,79,19,39,83,26,15,buy
128,79,24,18,82,26,16,exchange
135,79,6,22,97,26,17,exchange
148,79,13,32,105,26,18,exchange
161,79,22,27,117,26,20,exchange
169,79,25,15,117,26,21,buy
188,79,23,34,144,26,22,buy
221,79,17,17,175,26,23,buy
260,79,16,21,219,26,24,buy
311,79,8,27,267,26,25,buy
313,79,12,11,260,26,26,buy
91,79,9,30,41,30,1,exchange
93,79,0,28,58,30,3,exchange
99,79,5,14,63,30,4,exchange
100,79,22,25,60,30,5,exchange
101,79,27,35,66,30,7,exchange
103,79,24,21,58,30,9,exchange
104,79,23,29,66,30,10,exchange
105,79,28,39,61,30,12,exchange
107,79,18,35,58,30,13,exchange
114,79,4,29,76,30,14,exchange
116,79,26,32,80,30,15,exchange
117,79,14,11,69,30,16,exchange
119,79,7,30,83,30,17,buy
124,79,25,29,86,30,20,exchange
128,79,2,13,79,30,21,buy
129,79,19,21,85,30,22,buy
154,79,20,21,117,30,24,exchange
185,79,15,18,143,30,25,buy
203,79,17,32,163,30,26,buy
205,79,12,14,165,30,27,buy
215,79,29,26,167,30,28,buy
221,79,3,19,180,30,29,buy
350,79,13,20,305,30,30,buy
325,86,0,0,240,1,1,buy
328,86,0,0,243,4,1,buy
334,86,2,2,249,4,2,buy
354,86,1,2,269,4,3,buy
482,86,3,0,397,4,4,buy
153,86,2,7,99,7,1,exchange
226,86,3,12,177,7,2,buy
240,86,0,9,181,7,3,buy
252,86,6,3,200,7,4,exchange
256,86,1,5,199,7,5,buy
312,86,4,2,242,7,6,buy
362,86,5,6,296,7,7,buy
117,86,3,10,74,10,1,exchange
132,86,7,5,77,10,3,exchange
147,86,2,11,94,10,4,exchange
156,86,1,10,105,10,5,exchange
178,86,5,14,124,10,6,exchange
196,86,8,9,141,10,7,buy
245,86,4,14,183,10,8,buy
270,86,6,6,218,10,9,buy
335,86,9,2,262,10,10,buy
130,86,3,11,78,13,1,exchange
147,86,8,8,100,13,3,exchange
165,86,2,8,125,13,5,exchange
197,86,1,3,130,13,6,buy
229,86,10,8,172,13,7,buy
298,86,9,5,244,13,8,buy
335,86,5,2,263,13,9,buy
355,86,11,1,280,13,10,buy
454,86,12,0,369,13,11,buy
464,86,4,7,389,13,12,buy
514,86,7,7,458,13,13,buy
92,86,14,19,48,17,1,exchange
111,86,15,16,65,17,2,buy
113,86,7,19,63,17,3,exchange
117,86,4,24,75,17,4,exchange
120,86,12,18,72,17,5,exchange
121,86,2,22,75,17,6,exchange
147,86,3,24,100,17,7,exchange
159,86,0,18,108,17,8,exchange
164,86,9,18,122,17,10,exchange
184,86,10,7,138,17,11,exchange
190,86,6,14,143,17,12,exchange
193,86,13,15,145,17,14,exchange
222,86,16,7,175,17,15,buy
314,86,5,13,259,17,17,exchange
100,86,4,24,56,20,2,exchange
107,86,6,13,57,20,3,buy
110,86,12,17,60,20,4,exchange
112,86,3,30,68,20,5,buy
116,86,1,21,70,20,6,exchange
125,86,15,20,78,20,7,buy
139,86,17,13,88,20,10,exchange
141,86,18,26,93,20,11,buy
143,86,8,25,106,20,12,exchange
158,86,2,19,113,20,13,buy
160,86,13,23,113,20,14,exchange
168,86,19,13,119,20,15,exchange
222,86,9,18,177,20,16,exchange
249,86,14,11,205,20,17,buy
290,86,7,13,237,20,18,buy
306,86,5,16,259,20,19,buy
500,86,16,7,446,20,20,buy
99,86,5,25,57,23,1,exchange
101,86,11,24,54,23,2,exchange
111,86,7,22,65,23,3,exchange
112,86,8,31,64,23,4,exchange
115,86,12,19,73,23,6,exchange
117,86,1,28,70,23,7,exchange
120,86,20,31,83,23,8,exchange
121,86,16,24,73,23,9,exchange
122,86,10,12,70,23,10,buy
128,86,9,19,81,23,12,exchange
150,86,19,13,98,23,14,exchange
168,86,17,20,121,23,16,exchange
170,86,13,13,124,23,17,buy
179,86,18,24,135,23,19,buy
185,86,21,14,136,23,20,buy
197,86,6,10,147,23,21,buy
208,86,4,23,163,23,22,buy
322,86,22,6,259,23,23,buy
91,86,1,33,47,26,1,exchange
102,86,19,39,64,26,3,exchange
106,86,11,28,65,26,5,exchange
108,86,13,32,63,26,6,exchange
115,86,6,22,73,26,7,exchange
117,86,7,19,80,26,8,buy
119,86,20,36,79,26,10,exchange
127,86,8,27,84,26,12,exchange
130,86,18,25,87,26,14,exchange
133,86,25,15,87,26,16,exchange
136,86,0,27,86,26,17,exchange
137,86,16,21,87,26,18,exchange
140,86,23,34,89,26,19,exchange
145,86,12,11,94,26,20,buy
147,86,22,27,104,26,21,exchange
165,86,10,18,119,26,22,buy
170,86,5,11,131,26,23,buy
180,86,15,23,132,26,24,buy
215,86,14,23,168,26,25,buy
331,86,24,18,279,26,26,buy
97,86,9,30,56,30,1,exchange
102,86,5,14,63,30,2,exchange
103,86,22,25,53,30,3,exchange
107,86,10,44,64,30,4,exchange
109,86,1,27,66,30,5,buy
111,86,18,35,66,30,6,exchange
116,86,21,29,73,30,8,exchange
117,86,17,32,71,30,11,exchange
118,86,26,32,75,30,13,exchange
122,86,27,35,78,30,15,exchange
124,86,16,18,80,30,16,exchange
134,86,28,39,86,30,17,buy
136,86,20,21,97,30,18,buy
148,86,15,18,101,30,19,exchange
155,86,29,26,109,30,20,buy
168,86,4,29,117,30,22,exchange
171,86,25,29,133,30,24,exchange
173,86,7,30,132,30,25,exchange
208,86,14,11,157,30,26,buy
227,86,13,20,182,30,27,buy
239,86,12,14,185,30,28,buy
332,86,24,21,280,30,29,buy
407,86,19,21,363,30,30,buy
351,93,0,0,259,1,1,buy
392,93,0,0,300,4,1,buy
402,93,1,2,310,4,2,buy
419,93,3,0,327,4,3,buy
488,93,2,2,396,4,4,buy
178,93,1,5,111,7,1,buy
204,93,6,3,145,7,2,buy
280,93,2,7,224,7,3,buy
299,93,0,9,235,7,4,buy
572,93,3,12,517,7,5,buy
582,93,5,6,502,7,6,buy
704,93,4,2,631,7,7,buy
129,93,5,14,81,10,1,buy
143,93,6,6,83,10,2,buy
162,93,3,10,109,10,3,exchange
163,93,0,9,123,10,4,exchange
184,93,7,5,111,10,5,buy
202,93,2,11,146,10,6,exchange
204,93,1,10,143,10,7,buy
205,93,8,9,147,10,8,buy
349,93,9,2,279,10,9,buy
352,93,4,14,279,10,10,buy
122,93,3,11,72,13,1,exchange
141,93,8,8,94,13,2,exchange
176,93,7,7,123,13,3,buy
208,93,10,8,148,13,5,exchange
242,93,6,8,192,13,6,buy
330,93,5,2,260,13,7,buy
334,93,0,8,284,13,8,buy
365,93,1,3,286,13,9,buy
366,93,9,5,297,13,10,buy
402,93,11,1,322,13,11,buy
447,93,12,0,355,13,12,buy
544,93,4,7,471,13,13,buy
109,93,14,19,58,17,1,exchange
112,93,2,22,68,17,2,exchange
120,93,3,24,74,17,3,exchange
133,93,9,18,85,17,5,exchange
140,93,12,18,89,17,6,buy
146,93,7,19,82,17,8,exchange
157,93,15,16,106,17,9,exchange
166,93,6,14,115,17,10,exchange
186,93,4,24,129,17,11,buy
187,93,16,7,132,17,13,exchange
295,93,13,15,238,17,14,buy
311,93,8,13,252,17,15,buy
385,93,11,12,331,17,16,buy
509,93,5,13,450,17,17,buy
108,93,5,16,65,20,1,exchange
109,93,0,28,66,20,2,exchange
118,93,3,30,69,20,3,exchange
122,93,13,23,70,20,4,exchange
131,93,4,24,86,20,5,exchange
133,93,8,25,84,20,6,exchange
141,93,1,21,94,20,7,exchange
147,93,12,17,92,20,8,exchange
162,93,15,20,115,20,10,exchange
164,93,9,18,111,20,11,exchange
173,93,14,11,122,20,12,buy
193,93,6,13,140,20,13,exchange
201,93,18,26,145,20,14,buy
203,93,19,13,144,20,15,buy
225,93,10,16,173,20,16,buy
248,93,2,19,199,20,17,buy
261,93,7,13,199,20,18,buy
337,93,17,13,282,20,19,buy
342,93,16,7,278,20,20,buy
110,93,12,19,66,23,1,exchange
111,93,15,25,62,23,2,exchange
116,93,20,31,71,23,3,exchange
121,93,16,24,74,23,4,exchange
125,93,7,22,81,23,5,buy
127,93,8,31,84,23,7,exchange
131,93,11,24,83,23,8,exchange
132,93,14,27,83,23,9,exchange
136,93,1,28,81,23,10,exchange
140,93,18,24,97,23,12,exchange
151,93,17,20,104,23,13,buy
153,93,0,23,109,23,14,exchange
163,93,9,19,117,23,15,exchange
176,93,2,16,119,23,16,buy
238,93,3,11,182,23,17,buy
246,93,10,12,190,23,18,buy
276,93,6,10,223,23,19,buy
280,93,21,14,223,23,20,buy
432,93,19,13,367,23,21,buy
563,93,13,13,507,23,22,buy
929,93,22,6,849,23,23,buy
104,93,19,39,52,26,1,exchange
109,93,2,37,67,26,2,exchange
113,93,18,25,66,26,3,exchange
122,93,9,32,72,26,4,exchange
123,93,4,30,76,26,5,exchange
127,93,5,11,77,26,6,exchange
130,93,14,23,79,26,8,exchange
132,93,8,27,74,26,9,exchange
133,93,22,27,77,26,10,exchange
138,93,20,36,84,26,11,exchange
141,93,24,18,88,26,13,exchange
142,93,7,19,92,26,15,exchange
143,93,6,22,93,26,16,exchange
144,93,25,15,91,26,17,exchange
147,93,3,28,96,26,18,buy
151,93,23,34,95,26,20,exchange
156,93,15,23,114,26,21,exchange
241,93,17,17,190,26,22,buy
249,93,10,18,194,26,23,buy
280,93,12,11,219,26,24,buy
314,93,21,35,265,26,25,buy
533,93,0,27,488,26,26,buy
108,93,18,35,62,30,1,exchange
112,93,6,22,67,30,2,exchange
114,93,10,44,69,30,3,exchange
115,93,7,30,62,30,4,exchange
119,93,11,31,72,30,5,buy
121,93,27,35,72,30,6,buy
122,93,12,14,71,30,8,exchange
124,93,22,25,76,30,10,exchange
125,93,28,39,78,30,11,exchange
126,93,17,32,71,30,13,exchange
136,93,26,32,85,30,15,exchange
141,93,5,14,93,30,16,buy
144,93,9,30,94,30,17,exchange
146,93,3,19,101,30,18,exchange
149,93,29,26,92,30,19,buy
158,93,8,38,117,30,22,exchange
178,93,13,20,120,30,23,exchange
188,93,2,13,133,30,24,exchange
189,93,23,29,136,30,25,buy
224,93,24,21,169,30,26,buy
239,93,21,29,184,30,27,buy
241,93,16,18,187,30,28,buy
308,93,25,29,263,30,29,buy
322,93,14,11,271,30,30,buy
374,100,0,0,275,1,1,buy
477,100,3,0,378,4,1,buy
537,100,1,2,438,4,2,buy
591,100,2,2,492,4,3,buy
739,100,0,0,640,4,4,buy
171,100,2,7,110,7,1,buy
211,100,1,5,142,7,2,buy
224,100,6,3,159,7,3,buy
268,100,0,9,203,7,4,exchange
318,100,4,2,237,7,5,buy
324,100,3,12,263,7,6,buy
441,100,5,6,361,7,7,buy
154,100,3,10,104,10,1,exchange
181,100,6,6,123,10,2,buy
190,100,0,9,136,10,3,exchange
217,100,2,11,166,10,4,buy
287,100,8,9,222,10,5,buy
308,100,5,14,241,10,6,buy
326,100,9,2,255,10,7,buy
378,100,1,10,310,10,8,buy
412,100,7,5,346,10,9,buy
601,100,4,14,528,10,10,buy
129,100,3,11,80,13,1,buy
133,100,6,8,79,13,2,exchange
157,100,8,8,104,13,3,exchange
206,100,9,5,142,13,4,exchange
210,100,0,8,156,13,5,exchange
220,100,7,7,155,13,6,buy
237,100,2,8,178,13,7,exchange
256,100,10,8,194,13,8,buy
400,100,4,7,315,13,9,buy
401,100,1,3,319,13,10,buy
487,100,11,1,404,13,11,buy
666,100,12,0,567,13,12,buy
1013,100,5,2,937,13,13,buy
115,100,0,18,55,17,1,exchange
124,100,14,19,67,17,3,exchange
131,100,2,22,85,17,4,exchange
134,100,15,16,80,17,5,exchange
146,100,3,24,89,17,6,buy
167,100,6,14,114,17,7,exchange
170,100,9,18,119,17,8,buy
188,100,10,7,125,17,9,buy
192,100,1,19,137,17,10,buy
210,100,11,12,144,17,11,exchange
239,100,4,24,181,17,12,buy
254,100,16,7,192,17,13,buy
424,100,8,13,372,17,14,buy
483,100,7,19,428,17,15,buy
514,100,13,15,452,17,16,buy
542,100,5,13,473,17,17,buy
126,100,18,26,71,20,1,buy
128,100,11,27,81,20,2,exchange
130,100,10,16,80,20,3,exchange
132,100,13,23,87,20,4,buy
137,100,2,19,81,20,5,buy
139,100,3,30,89,20,6,exchange
140,100,7,13,93,20,8,exchange
147,100,0,28,96,20,9,buy
158,100,15,20,103,20,11,exchange
182,100,19,13,129,20,13,exchange
187,100,12,17,136,20,14,exchange
199,100,14,11,150,20,15,exchange
218,100,16,7,152,20,16,buy
253,100,17,13,197,20,18,exchange
316,100,4,24,266,20,20,exchange
109,100,1,28,62,23,1,exchange
120,100,7,22,68,23,2,exchange
123,100,11,24,73,23,3,exchange
125,100,15,25,68,23,4,buy
126,100,2,16,72,23,5,exchange
128,100,16,24,81,23,6,exchange
136,100,20,31,88,23,7,buy
137,100,14,27,81,23,8,exchange
161,100,8,31,100,23,9,exchange
162,100,18,24,112,23,10,exchange
163,100,17,20,108,23,12,exchange
176,100,21,14,116,23,14,exchange
180,100,9,19,124,23,15,buy
183,100,5,25,122,23,16,buy
190,100,13,13,131,23,18,exchange
231,100,3,11,172,23,19,buy
318,100,19,13,262,23,20,buy
337,100,12,19,280,23,21,buy
354,100,22,6,272,23,22,buy
403,100,10,12,334,23,23,buy
116,100,2,37,68,26,1,exchange
121,100,4,30,72,26,2,exchange
123,100,11,28,75,26,3,exchange
134,100,9,32,80,26,5,exchange
138,100,6,22,90,26,7,exchange
139,100,13,32,91,26,8,buy
144,100,21,35,88,26,9,buy
145,100,1,33,91,26,10,exchange
148,100,15,23,94,26,11,exchange
149,100,14,23,95,26,12,exchange
150,100,10,18,97,26,13,buy
156,100,22,27,101,26,15,exchange
172,100,7,19,124,26,17,exchange
176,100,18,25,123,26,18,buy
182,100,17,17,121,26,19,buy
184,100,19,39,139,26,21,exchange
199,100,24,18,144,26,22,buy
264,100,23,34,214,26,23,buy
320,100,8,27,272,26,24,buy
475,100,12,11,417,26,25,buy
552,100,25,15,493,26,26,buy
104,100,11,31,60,30,1,exchange
118,100,5,14,62,30,2,exchange
125,100,9,30,78,30,3,exchange
126,100,21,29,69,30,4,exchange
128,100,20,21,75,30,5,exchange
